src,dst,relationship,cost
Nigtevecht,Achlum,EROAD,361
Noordeinde,Berkhout,EROAD,65
Ockhuizen,Winssen,EROAD,331
Odijk,Honthem,EROAD,234
Oosterwijk,Meppel,EROAD,227
Oud-Aa,Vianen,EROAD,29
Oudenrijn,Voederheil,EROAD,297
Oudewater,Ruitenveen,EROAD,156
Oud-Kamerik,Gees,EROAD,123
Oud-Leusden,Schoondijke,EROAD,110
Oud-Maarsseveen,Helwijk,EROAD,113
Oud-Wulven,Blauwewijk,EROAD,52
Oud-Zuilen,Heerlen,EROAD,397
Oukoop,Snorrenhoef,EROAD,305
Overberg,Nieuw-Lekkerland,EROAD,321
Overboeicop,Schoondorp,EROAD,341
Overheicop,Swartbroek,EROAD,98
Overlangbroek,Zegveld,EROAD,129
Palestina,Langedijke,EROAD,109
Palmstad,Heiderschoor,EROAD,224
Papekop,Beringe,EROAD,288
Pijnenburg,Cromvoirt,EROAD,161
Polsbroek,Rijnsburg,EROAD,197
Polsbroekerdam,Reuken,EROAD,398
Portengen,Waterhoek,EROAD,385
Portengense Brug,De Schatkuil,EROAD,210
Reijerscop,Het Broek,EROAD,81
Remmerden,Het Wild,EROAD,151
Renswoude,In de Hoeven,EROAD,223
Rhenen,Doezum,EROAD,239
Rietveld,Lieveren,EROAD,299
Rijsenburg,Hallumerhoek,EROAD,140
Ruigeweide,Hantum,EROAD,370
Sandenburg,Poepershoek,EROAD,387
Schalkwijk,Meerland,EROAD,330
Scheendijk,Vredepeel,EROAD,111
Schoonrewoerd,Dussen,EROAD,253
Sluis,Balhofstede,EROAD,205
Snelrewaard,Hexel,EROAD,348
Snorrenhoef,Ongeren,EROAD,81
Soest,Achterste Rith,EROAD,121
Soestdijk,Buitenpost,EROAD,98
Soestduinen,Hagestein,EROAD,241
Soesterberg,Hengelo,EROAD,344
Spakenburg,Moorveld,EROAD,387
Spengen,Hemert,EROAD,262
Sterrenberg,Langezwaag,EROAD,225
Stokkelaarsbrug,Heimolen,EROAD,323
Stoutenburg,De Druif,EROAD,45
Tappersheul,Vlas,EROAD,22
Teckop,Napels,EROAD,39
't Goy,Leusden-Zuid,EROAD,96
Themaat,Nollen,EROAD,110
"Tienhoven, Everdingen",Zuideropgaande,EROAD,167
"Tienhoven, Stichtse Vecht",Oude Meer,EROAD,272
Tienhoven aan de Lek,Ouddorp,EROAD,319
Tull en 't Waal,Doornhoek,EROAD,91
't Zand,Onderwierum,EROAD,267
Uitweg,Bovenrijge,EROAD,194
Utrecht,Heibloem,EROAD,223
Valkenheide,Kijfhoek,EROAD,289
Vechten,Delwijnen,EROAD,256
Veenendaal,Groot Breedenbroek,EROAD,135
Veldhuizen,Brandemolen,EROAD,273
Vianen,Edam,EROAD,355
Vinkekade,Wilsveen,EROAD,109
Vinkeveen,Scherpenzeel,EROAD,61
Vleuten,Zeijerveen,EROAD,73
Vliet,Voskuilen,EROAD,241
Voskuilen,Ootmarsum,EROAD,168
Vreeland,Zevenbergen,EROAD,397
Waverveen,Wachtum,EROAD,22
Wayen,Schoorldam,EROAD,38
Werkhoven,Het Korfwater,EROAD,180
Westbroek,Bergstoep,EROAD,382
Weverwijk,Sommelsdijk,EROAD,367
Wijk bij Duurstede,Bijvanck,EROAD,191
Willeskop,Bakermark,EROAD,262
Willige Langerak,De Haar,EROAD,241
Wilnis,Oranje,EROAD,277
Woerden,De Hoef,EROAD,72
Woudenberg,Zuidgeest,EROAD,330
Zegveld,Passluis,EROAD,75
Zeist,Niuwe Brug,EROAD,196
Zeldert,Aan het Broek,EROAD,361
Zevender,Rietven,EROAD,158
Zevenhuizen,De Punt,EROAD,342
Zijderveld,Babyloniënbroek,EROAD,112
Zuideinde,Harpel,EROAD,355
Aagtekerke,Heikantse Hoeve,EROAD,306
Aardenburg,Dirksland,EROAD,150
Abbekinderen,Oostelbeers,EROAD,166
Absdale,Kaweide,EROAD,302
Akkerput,Garreweer,EROAD,69
Anna Jacobapolder,Kleindorp,EROAD,64
Arnemuiden,Veecaten,EROAD,144
Axel,Rijsenburg,EROAD,66
Baalhoek,Nabbegat,EROAD,192
Baarland,Groot Dorregeest,EROAD,107
Baarsdorp,Spannum,EROAD,173
Baken,Mastwijk,EROAD,283
Bakendorp,Hoek,EROAD,63
Bakkersdam,Wittelte,EROAD,227
Balhofstede,Lytsewierrum,EROAD,58
Bath,Helden,EROAD,66
Beldert,Zijtaart,EROAD,221
Biervliet,Lhee,EROAD,45
Biezelinge,Loenen,EROAD,161
Biezen,Bergerden,EROAD,78
Biggekerke,Schietecoven,EROAD,282
Blauwewijk,Meerlebroek,EROAD,53
Boerengat,Eppenhuizen,EROAD,387
Boerenhol,Strateris,EROAD,153
Borssele,Kuundert,EROAD,359
Botshoofd,Marle,EROAD,121
Bouchauterhaven,Busch en Dam,EROAD,245
Boudewijnskerke,Oud-Heusden,EROAD,45
Breezand,Boven Veensloot,EROAD,138
Breskens,Leemhorst,EROAD,246
Brigdamme,IJzeren,EROAD,294
Brijdorpe,Cabauw,EROAD,262
Brouwershaven,Schingen,EROAD,152
Bruinisse,Voorst,EROAD,113
Burgh,Nieuw-Haamstede,EROAD,50
Burghsluis,Rijen,EROAD,377
Buttinge,Holsloot,EROAD,370
Cadzand,Aalten,EROAD,381
Cadzand-Bad,Heinenoord,EROAD,154
Clinge,Huiswaard,EROAD,290
Colijnsplaat,Loppersum,EROAD,45
De Groe,Locht,EROAD,230
De Knol,Stiens,EROAD,119
De Muis,Oudendijk,EROAD,137
De Munte,Koudhoorn,EROAD,105
Den Osse,Garminge,EROAD,175
De Rand,Westermient,EROAD,253
De Ratte,Nijken,EROAD,305
De Sterre,Steyl,EROAD,226
Dijkhuisjes,'t Zand,EROAD,341
Dijkwel,Bruisterbosch,EROAD,141
Dishoek,Weverslo,EROAD,370
Domburg,Broekveld,EROAD,94
Draaibrug,Rondveld,EROAD,102
Dreischor,Winkel,EROAD,69
Drie Hoefijzers,Cattenbroek,EROAD,172
Drieschouwen,Heihoek,EROAD,48
Driewegen,Glane-Beekhoek,EROAD,342
Driewegen,Coldenhove,EROAD,74
Duivenhoek,Kleine-Horst,EROAD,346
Eede,Hichtum,EROAD,189
Eendragt,Kathoek,EROAD,272
Eindewege,Nijstad,EROAD,197
Elkerzee,Voorste Beersdonk,EROAD,245
Ellemeet,Kring van Dorth,EROAD,83
Ellewoutsdijk,Loo,EROAD,358
Emmadorp,Roligt,EROAD,82
Eversdijk,Waardenburg,EROAD,160
Gapinge,Schijndel,EROAD,359
Gawege,De Hem,EROAD,78
Geersdijk,Driehoek,EROAD,231
Goes,Helle,EROAD,79
Goessche Sas,Stuifzand,EROAD,263
Graauw,Gebroek,EROAD,396
Graszode,Groenveld,EROAD,304
Griete,Janum ,EROAD,369
Grijpskerke,Harmöle,EROAD,201
Groede,Achterdiep,EROAD,195
Groenendijk,Achterhoek,EROAD,202
Groot-Abeele,Hoeve,EROAD,83
Groot-Valkenisse,Nuinhof,EROAD,84
Haamstede,Ellerhei,EROAD,52
Halfeind,Lippenwoude,EROAD,221
Hansweert,Kruisdijk,EROAD,250
Hasjesstraat,Hengevelde,EROAD,359
Heikant,Braambosch,EROAD,244
Heille,Veenhuizen,EROAD,42
Heinkenszand,Molenstad,EROAD,178
Hengstdijk,Legemeer,EROAD,95
Het Oudeland,Wanssum,EROAD,188
Het Oudeland,Swolgen,EROAD,222
Hoedekenskerke,Tjalleberd,EROAD,78
Hoek,Weberbuurt,EROAD,333
Hoofdplaat,Ouderkerk aan den IJssel,EROAD,222
Hoogedijk,Stokkum,EROAD,78
Hoogeweg,Gorp,EROAD,318
Hulst,Dijken,EROAD,396
IJzendijke,Oude Molen,EROAD,361
Isabellahaven,De Weijer,EROAD,282
Kalisbuurt,Dunsborg,EROAD,106
Kampen,Lula,EROAD,113
Kamperhoek,Wulpenbek,EROAD,352
Kamperland,Kerkbuurt,EROAD,343
Kapelle,Goyse Dorp,EROAD,269
Kapelle,Bakendorp,EROAD,206
Kapellebrug,Armweide,EROAD,108
Kats,De Snipperij,EROAD,51
Kattendijke,'t Zandt,EROAD,378
Keizerrijk,Ewinkel,EROAD,291
Kerkwerve,IJsbrechtum ,EROAD,163
Kijkuit,Gemaal,EROAD,100
Klakbaan,De Haar,EROAD,312
Klein-Brabant,Rusven,EROAD,100
Klein Mariekerke,Tollebeek,EROAD,185
Klein-Valkenisse,Budschop,EROAD,205
Kleverskerke,Wals,EROAD,268
Kloetinge,Glimmen,EROAD,92
Kloosterzande,Sebaldeburen,EROAD,97
Knaphof,Oldhorst,EROAD,43
Knuitershoek,Schuinesloot,EROAD,153
Koekoek,Smedekensbrugge,EROAD,80
Koewacht,Tienhoven,EROAD,267
Koninginnehaven,Wijthmen,EROAD,380
Kortgene,Muggenberg,EROAD,203
Koudekerke,Noordstroe,EROAD,250
Krabbendijke,Ziek,EROAD,200
Krabbenhoek,Raamberg,EROAD,250
Kreverhille,Balloo,EROAD,184
Krommenhoeke,Holtum,EROAD,83
Kruiningen,Kimswerd,EROAD,107
Kruisdijk,Distelberg,EROAD,388
Kruisdorp,Eleveld,EROAD,104
Kruishoofd,Lagebroek,EROAD,67
Kruispolderhaven,Donk,EROAD,217
Kuitaart,Schieven,EROAD,283
Kwadendamme,Blauwkapel,EROAD,247
Kwakkel,Benedeneind,EROAD,111
Lammerenburg,De Strook,EROAD,245
Lamswaarde,Elshout,EROAD,120
Langeweegje,'t Vlot,EROAD,327
Lewedorp,Nes,EROAD,360
Looperskapelle,Goudseweg,EROAD,394
Luntershoek,Westenesch,EROAD,298
Maagd van Gent,Keulse Kamp,EROAD,293
Maaidijk,Kuttingen,EROAD,78
Maalstede,Witman,EROAD,283
Magrette,Het Loo,EROAD,354
Malland,Cruquius,EROAD,122
Marolleput,Oudenmolen,EROAD,37
Mauritsfort,Stipdonk,EROAD,279
Meliskerke,Bavinkel,EROAD,49
Middelburg,Keizerbosch,EROAD,60
Moershoofde,Schimmert,EROAD,226
Molembaix,Einde,EROAD,267
Molenhoek,Oosterse Bos,EROAD,385
Molentje,Oosterwierum,EROAD,232
Molenvliet,Overasselt,EROAD,169
Monnikendijk,Elsen,EROAD,242
Moriaanshoofd,Aan de Berg,EROAD,144
Mosselhoek,Makkum,EROAD,66
Nieuw-Abeele,De Hut,EROAD,158
Nieuwdorp,Nijhuizum,EROAD,302
Nieuwemolen,Schoor,EROAD,88
Nieuw- en Sint Joosland,Tongeren,EROAD,116
Nieuwerkerk,Kamperhoek,EROAD,123
Nieuwerkerke,Oude Wetering,EROAD,354
Nieuwesluis,Roskam,EROAD,127
Nieuw-Haamstede,Schalsum,EROAD,71
Nieuwland,Oosterwolde,EROAD,99
Nieuwland,De Vleut,EROAD,88
Nieuwlandsche Molen,Paesens,EROAD,362
Nieuw-Namen,Kalteren,EROAD,375
Nieuwvliet,Boksheide,EROAD,325
Nieuwvliet-Bad,Klein Bruggen,EROAD,83
Nisse,Sijbrandaburen,EROAD,294
Noordeinde,Leeuwen,EROAD,286
Noordgouwe,Spronk,EROAD,327
Noordstraat,Spoelwijk,EROAD,347
Noordwelle,Nieuwvliet,EROAD,71
Nummer Een,Allardsoog,EROAD,228
Onder de Molen,Meppen,EROAD,372
Oostburg,Hoevelaken,EROAD,329
Oostburgsche Brug,Sint Annen,EROAD,231
Oostdijk,Blaker,EROAD,155
Oosterland,Terborg,EROAD,203
Oostkapelle,Rosengaarde,EROAD,166
Oost-Souburg,Oijen,EROAD,58
Ossenisse,Driehuis,EROAD,202
Oudedorp,Gaanderen,EROAD,336
Oudeland,Zwartschaap,EROAD,149
Oudelande,Diunt,EROAD,30
Oude Polder,Rode Dorp,EROAD,268
Oude Stoof,Klein-Zundert,EROAD,204
Oud-Sabbinge,De Vecht,EROAD,323
Oud-Vossemeer,Keizersdijk,EROAD,231
Ouwerkerk,Waubach,EROAD,99
Overslag,Heerle,EROAD,343
Ovezande,De Horst,EROAD,33
Paal,Sopsum,EROAD,248
Paradijs,Weert,EROAD,232
Passluis,Klein-Welsden,EROAD,372
Patrijzenhoek,Maasband,EROAD,176
Pauluspolder,Roosendaal,EROAD,58
Philippine,Nieuwediep,EROAD,61
Plakkebord,Ubach over Worms,EROAD,84
Plankendorp,De Muis,EROAD,191
Planketent,Sexbierum,EROAD,353
Ponte,Stroe,EROAD,369
Ponte-Avancé,Wijnjewoude,EROAD,211
Poonhaven,Heesch,EROAD,318
Poortvliet,Oegstgeest,EROAD,383
Poppendamme,Dieden,EROAD,364
Posthoorn,Vliegert,EROAD,268
Prosperdorp,Dalerveen,EROAD,66
Pyramide,Mariaheide,EROAD,62
Reedijk,Alvershool,EROAD,390
Renesse,Rhoon,EROAD,135
Retranchement,Huis ter Heide,EROAD,245
Reuzenhoek,Munnekeburen,EROAD,38
Rijkebuurt,Donderen,EROAD,149
Rilland,Schoolbuurt,EROAD,216
Ritthem,Roekebosch,EROAD,52
Rode Sluis,Kerkeind,EROAD,184
Roelshoek,Bovensmilde,EROAD,207
Roodenhoek,Hoge-Hexel,EROAD,64
Roodewijk,Collendoorn,EROAD,49
Roverberg,Herfte,EROAD,127
Ruischendegat,Hogebrug,EROAD,148
Sasput,Varsen,EROAD,210
Sas van Gent,Netersel,EROAD,153
Schapenbout,Mauritsfort,EROAD,47
Schapershoek,Vrachelen,EROAD,74
Scharendijke,Beneden-Haastrecht,EROAD,308
Scheldevaartshoek,Visschershoek,EROAD,328
Schellach,'t Horntje,EROAD,337
Scherpbier,Leur,EROAD,276
Scherpenisse,Sint Jacobiparochie,EROAD,83
Schoondijke,Leg,EROAD,322
Schoondorp,Kraloo,EROAD,314
Schore,Kromme Elleboog,EROAD,60
Schorebrug,Kievitshaar,EROAD,122
Schuddebeurs,Menaldum,EROAD,68
Schuddebeurs,Ochten,EROAD,103
Separatiedijk,Hoge Linthorst,EROAD,331
Serooskerke,Hoogveld,EROAD,353
Serooskerke,Achterdijk,EROAD,110
's-Gravenpolder,Stad aan 't Haringvliet,EROAD,330
's-Heer Abtskerke,Ossendrecht,EROAD,241
's-Heer Arendskerke,Teerd,EROAD,116
's-Heerenhoek,Kloosterzande,EROAD,301
's-Heer Hendrikskinderen,Veldbraak,EROAD,214
Sinoutskerke,IJssellaan,EROAD,365
Sint Annaland,Fluitenberg,EROAD,179
Sint Anna ter Muiden,Bussloo,EROAD,324
Sint Janskerke,Kruisland,EROAD,391
Sint Jansteen,Heikant,EROAD,358
Sint Kruis,Poppingawier,EROAD,51
Sint Laurens,Alblasserdam,EROAD,85
Sint Maartensdijk,Herwijnen,EROAD,21
Sint Philipsland,Moeniswerf,EROAD,55
Sirjansland,Nieuwerhoek,EROAD,243
Slijkplaat,Maasbracht,EROAD,139
Slikkenburg,Bouwberg,EROAD,100
Sluis,Streukel,EROAD,241
Sluis,Bontebrug,EROAD,349
Sluis De Piet,Drouwen,EROAD,106
Sluiskil,Ronduite,EROAD,81
Smedekensbrugge,Steenpaal,EROAD,167
Spui,Westdijk,EROAD,27
Statenboom,Bakertand,EROAD,116
Stationsbuurt,Jutrijp,EROAD,189
Stavenisse,Mheer,EROAD,188
Steenenkruis,Winkel,EROAD,188
Steenhoven,Thorn,EROAD,393
Steenovens,Meerwijk,EROAD,109
Stoppeldijkveer,Sint Hubert,EROAD,231
Strijenham,Ammerstol,EROAD,92
Stroodorp,Bergen,EROAD,257
Stroodorpe,Reedijk,EROAD,304
Strooienstad,Boerhaar,EROAD,235
Stroopuit,Laar,EROAD,100
Tasdijk,Nieuw-Beijerland,EROAD,37
Terhofstede,Steenbergen,EROAD,286
Ter Hole,Tuil,EROAD,158
Terneuzen,Faan,EROAD,149
Tervaten,Polsdonken,EROAD,259
't Hoekje,Gennep,EROAD,72
Tholen,Druisdijk,EROAD,378
't Jagertje,Gooium,EROAD,366
Tragel,Ilpendam,EROAD,328
Turkeye,Bavel,EROAD,248
't Vlaandertje,Herpt,EROAD,210
Vaartwijk,Midwolde,EROAD,161
Val,Middelaar,EROAD,193
Valeiskreek,Kessel,EROAD,40
Veere,Piksen,EROAD,39
Veldzicht,Oude Leede,EROAD,99
Veldzicht,De Berg,EROAD,48
Vianen,Anloo,EROAD,319
Vijfhoek,"Speers, Friesland",EROAD,379
Vlake,Tietjerk,EROAD,132
Vlissingen,Grote Voort,EROAD,345
Vogelfort,Vrouwenverdriet,EROAD,304
Vogelwaarde,Egede,EROAD,299
Völckerdorp,Zeewolde,EROAD,337
Vrouwenpolder,Heveskes,EROAD,78
Vuilpan,Heiakker,EROAD,102
Waanskinderen,Schokland,EROAD,233
Waarde,Daland,EROAD,42
Walsoorden,Heikant,EROAD,213
Waterlandkerkje,De Krim,EROAD,221
Wemeldinge,Reitsum,EROAD,172
Werendijke,Purmerend,EROAD,254
Westdorpe,Moordhuizen,EROAD,131
Westenschouwen,Rinnegom,EROAD,47
Westhoek,Stork,EROAD,180
Westkapelle,Uithuizermeeden,EROAD,187
Westkerke,Klein-Schoot,EROAD,96
West-Souburg,Nieuwemolen,EROAD,322
Wilhelminadorp,Tiggelt,EROAD,79
Wissekerke,Simonshoek,EROAD,59
Wissenkerke,'t Marktje,EROAD,203
Wolphaartsdijk,Zevenhuizen,EROAD,206
Wulpenbek,Schapenbout,EROAD,178
Yerseke,Emminkhuizen,EROAD,188
Yersekendam,Wernhoutsbrug,EROAD,245
Zaamslag,Hengeland,EROAD,385
Zaamslagveer,Ten Esschen,EROAD,276
Zandberg,Dronrijp ,EROAD,362
Zandplaat,Rozendaal,EROAD,359
Zandstraat,Everlo,EROAD,142
Zeedorp,Veldstreek,EROAD,359
Zeegat,Schermerhorn,EROAD,170
Zierikzee,Het Bosch,EROAD,191
Zijpe,Boschheurne,EROAD,340
Zonnemaire,Herkenrade,EROAD,337
Zoutelande,Groot Wieren,EROAD,166
Zuiddorpe,Bergentheim,EROAD,183
Zuidzande,Duurendseind,EROAD,280
Laag-Caestert,Musselkanaal,EROAD,76
Ulvend,Horsten,EROAD,364
Wolfhaag,Oomsberg,EROAD,247
Schilberg,Vledderveen,EROAD,329
Plaat,Veenhuizen,EROAD,385
Withuis,Höchte,EROAD,333
Vroelen,Oude Pekela,EROAD,171
Hoog-Caestert,Tranendal,EROAD,148
Vaals,Heiligerlee,EROAD,387
Diependal,Napels,EROAD,67
Noorbeek,Midwolda,EROAD,243
Epen,Nieuwolda-Oost,EROAD,125
Schei,Borgsweer,EROAD,299
Mesch,Lalleweer,EROAD,163
Terziet,Oomsberg,EROAD,360
Camerig,Tange,EROAD,160
Slenaken,Niesoord,EROAD,80
Cottessen,Woldendorp,EROAD,92
Heijenrade,Ter Apelkanaal,EROAD,296
Terpoorten,Zandberg,EROAD,48
Raren,Jipsingboermussel,EROAD,276
Kuttingen,Mussel,EROAD,204
Lemiers,Vosseberg,EROAD,103
Waterop,Vledderhuizen,EROAD,311
Holset,Onstwedde,EROAD,37
Broek,Holte,EROAD,135
Landsrade,Hoornderveen,EROAD,260
Dal,Bronsveen,EROAD,237
Eijsden,Westeind,EROAD,225
Hoogcruts,Winschoterhoogebrug,EROAD,190
Höfke,Winschoten,EROAD,38
Bissen,Meerland,EROAD,89
Mariadorp,Oostwold,EROAD,137
Vijlen,Termunten,EROAD,313
Kosberg,Baamsum,EROAD,223
Terhorst,Termunterzijl,EROAD,161
Elzet,De Maten,EROAD,90
Schweiberg,Ter Apel,EROAD,115
Melleschet,Kopstukken,EROAD,138
Kleeberg,Blekslage,EROAD,184
Harles,Barlage,EROAD,100
Rott,Hofte,EROAD,128
Eperheide,Hoorn,EROAD,43
Libeek,Oostereinde,EROAD,54
Moerslag,Ekamp,EROAD,265
Terlinden,Dallingeweer,EROAD,130
Beutenaken,Putte,EROAD,65
Bommerig,Plaatsluis,EROAD,282
Bergenhuizen,Leemberg,EROAD,143
Banholt,Ossendrecht,EROAD,367
Helle,Baarle-Nassau-grens,EROAD,227
Mheer,Calfven,EROAD,170
Berghem,L'Air Pur,EROAD,286
Reijmerstok,Liefkenshoek,EROAD,103
Nijswiller,Eiland,EROAD,67
Pesaken,Woensdrecht,EROAD,258
Oost,Schaluinen,EROAD,214
Mechelen,Huijbergen,EROAD,61
Maarland,Eikelenbosch,EROAD,377
Euverem,Gorpeind,EROAD,290
Hilleshagen,Hoogerheide,EROAD,201
Billinghuizen,Castelré,EROAD,121
Eckelrade,Tommel,EROAD,109
Crapoel,'t Marktje,EROAD,297
Rijckholt,Wernhoutsbrug,EROAD,174
Overgeul,Maalbergen,EROAD,29
Sint Geertruid,Heesboom,EROAD,199
Mamelis,Overberg,EROAD,246
Bruisterbosch,Ostaaijen,EROAD,237
Herkenrade,Voske,EROAD,83
Wittem,Reuth,EROAD,101
Cartils,Nieuwe Strumpt,EROAD,111
Margraten,Oude Strumpt,EROAD,376
Partij,Heikant,EROAD,388
Ingber,Reth,EROAD,341
Gronsveld,Zandfort,EROAD,84
Gulpen,Baarle-Nassau,EROAD,339
Sinselbeek,De Lent,EROAD,101
Termaar,Hoogeind,EROAD,28
Wahlwiller,Keizershoek,EROAD,253
Vlengendaal,Loveren,EROAD,140
Bocholtz,Nijhoven,EROAD,347
Baneheide,Schoelieberg,EROAD,363
Bocholtzerheide,Veldbraak,EROAD,57
Honthem,Maaijkant,EROAD,288
De Hut,Klein-Bedaf,EROAD,183
Kapolder,Heikant,EROAD,219
Cadier en Keer,Wildert,EROAD,278
Overeys,Wernhout,EROAD,330
Beertsenhoven,Boschhoven,EROAD,172
't Rooth,Driehoek,EROAD,319
Trintelen,Het Goordonk,EROAD,351
Simpelveld,Weimeren,EROAD,307
Waalbroek,Huisvennen,EROAD,231
Elkenrade,Achtmaal,EROAD,317
Piepert,Venweg,EROAD,398
Bosschenhuizen,Plantage Centrum,EROAD,149
Eyserheide,Ulicoten,EROAD,284
Heer,Vleet,EROAD,259
Wolder,Boshoven,EROAD,23
Groot-Welsden,Driehuizen,EROAD,380
Sluis Dertien,Hollandsdiep,EROAD,103
Prickart,Kwaalburg,EROAD,179
"Berg, Margraten",Heimolen,EROAD,316
Wijlre,Langeschouw,EROAD,223
Heerstraat,Heijbeek,EROAD,101
Bulkemsbroek,Boslust,EROAD,42
Scheulder,Hulsdonk,EROAD,368
Eys,Heihoefke,EROAD,371
Oud-Vroenhoven,Zundert,EROAD,55
Stokhem,Het Sas,EROAD,323
IJzeren,Hondseind,EROAD,150
Klein-Welsden,Alphen,EROAD,374
Fromberg,Terover,EROAD,314
Etenaken,Zuidgeest,EROAD,181
Gracht,Klein-Zundert,EROAD,295
Terblijt,Steenpaal,EROAD,156
Schoonbron,Nispen,EROAD,49
Wolfshuis,Stuivezand,EROAD,193
Hondsrug,Nispense Achterhoek,EROAD,286
Ubachsberg,Brembosch,EROAD,262
Colmont,'t Zand,EROAD,197
Sint Antoniusbank,Wouwse Hil,EROAD,358
Beitel,Houtgoor,EROAD,189
Strucht,Oekel,EROAD,59
Imstenrade,Moeren,EROAD,343
Vilt,Chaamdijk,EROAD,372
Molsberg,Grazen,EROAD,126
Sibbe,Wouwse Plantage,EROAD,128
Schin op Geul,Looneind,EROAD,94
Keutenberg,Zoomvliet,EROAD,167
Huls,Bergen op Zoom,EROAD,157
Oud-Valkenburg,Everland,EROAD,71
Scharn,Schijf,EROAD,385
Bemelen,Luitert,EROAD,243
Gasthuis,Hoevestein,EROAD,295
Mingersberg,Raamberg,EROAD,29
Maastricht,Leg,EROAD,374
Locht,Chaam,EROAD,329
Geulhem,Kruisstraat,EROAD,162
Spekholzerheide,Spinolaberg,EROAD,55
Kunrade,Nederheide,EROAD,398
Valkenburg,Heikant,EROAD,337
Strabeek,Haiink,EROAD,173
Winthagen,Klein-Oekel,EROAD,365
Termoors,De Heiberg,EROAD,117
Koulen,Het Hoekske,EROAD,360
Benzenrade,Breedschot,EROAD,140
"Berg, Valkenburg",Alphen-Oosterwijk,EROAD,336
Walem,Hazeldonk,EROAD,139
Kaalheide,Meijsberg,EROAD,48
Amby,Bulkenaar,EROAD,119
Houthem,Vetterik,EROAD,378
Vroenhof,Brakel,EROAD,26
Mariënwaard,Visdonk,EROAD,96
Terwinselen,Ginderdoor,EROAD,133
Broekhem,Balleman,EROAD,342
Ransdaal,Borteldonk,EROAD,167
Vrusschemig,Oostlaar,EROAD,356
Kerkrade,Akker,EROAD,141
Termaar,Strijbeek,EROAD,239
Heerlerbaan,Galder,EROAD,93
Valkenhuizen,Vijfhoek,EROAD,337
Haanrade,Dassemus,EROAD,222
Haasdal,Diunt,EROAD,197
Dolberg,Druisdijk,EROAD,145
Voerendaal,Tiggelt,EROAD,241
Emmaberg,Tiggeltscheberg,EROAD,395
Hulsberg,Kaarschot,EROAD,133
Bunde,Boeiink,EROAD,332
Arensgenhout,De Posthoorn,EROAD,81
Overheek,Hazelaar,EROAD,84
Craubeek,Halsteren,EROAD,122
Rothem,Heerstaaien,EROAD,271
Welten,Notsel,EROAD,367
Raar,Slikkenburg,EROAD,115
Retersbeek,Vinkenbroek,EROAD,20
Barrier,Nieuwe Molen,EROAD,337
Hopel,De Dood,EROAD,60
Borgharen,Wouw,EROAD,365
Meerssen,Klooster,EROAD,294
Eikske,Snijders-Chaam,EROAD,305
Heek,Vijfhuizen,EROAD,57
Klimmen,Rijsbergen,EROAD,70
Weert,Rucphen,EROAD,221
Humcoven,Langendijk,EROAD,247
Kakert,De Schietbaan,EROAD,216
Waterval,Kalishoek,EROAD,315
Wijnandsrade,Heerle,EROAD,185
Itteren,Roosendaal,EROAD,73
Eygelshoven,Langereit,EROAD,358
Ulestraten,Oude Molen,EROAD,194
Voulwames,Hellegat,EROAD,58
Swier,Bolberg,EROAD,88
Beersdal,Sint Willebrord,EROAD,51
Kasen,Geersbroek,EROAD,294
Husken,Moerstraten,EROAD,209
Vrank,Horst,EROAD,175
Vink,Het Oosteind,EROAD,222
Nieuw-Lotbroek,Kijkuit,EROAD,267
Weustenrade,Waterkant,EROAD,266
Klein Haasdal,Gilze,EROAD,45
Kruis,De Berk,EROAD,271
Schaesberg,Weilenseind,EROAD,384
Aalbeek,Sprundel,EROAD,293
Lauradorp,Anneville,EROAD,139
Brommelen,Overa,EROAD,188
Nieuwenhagen,Biestraat,EROAD,38
Heerlen,De Rotting,EROAD,67
Schietecoven,Couwelaar,EROAD,238
Broekveld,Raakeind,EROAD,26
Ten Esschen,Vossenberg,EROAD,210
Schurenberg,Munnikenheide,EROAD,201
Nuth,Rakens,EROAD,121
Westbroek,Lepelstraat,EROAD,21
Klein Genhout,Vroenhout,EROAD,133
Hunnecum,Nieuwenberg,EROAD,164
Op de Bies,Eikberg,EROAD,381
Broekhuizen,Verhoven,EROAD,59
Rimburg,Visberg,EROAD,88
Helle,Bolberg,EROAD,363
Hoensbroek,Heikant,EROAD,133
Kamp,Lage Aard,EROAD,161
Abdissenbosch,Klutsdorp,EROAD,215
Terstraten,Effen,EROAD,389
Heksenberg,Bosschenhoofd,EROAD,146
Grijzegrubben,Roosberg,EROAD,210
Smitzerveld,Vuchtschoot,EROAD,138
Op de Hoven,Hooge Aard,EROAD,360
Kelmond,Rith,EROAD,82
Nierhoven,Nerhoven,EROAD,94
Tervoorst,Kladde,EROAD,328
Brommelen,Ulvenhout,EROAD,172
Hellebroek,Zegge,EROAD,230
Oostbroek,Achterste Rith,EROAD,396
Geulle,Gastelsveer,EROAD,28
Oensel,Tervoort,EROAD,264
Reuken,Etten-Leur,EROAD,80
Moorveld,Molenschot,EROAD,172
Nuinhof,Hulten,EROAD,78
Schimmert,Lies,EROAD,168
Waubach,Welberg,EROAD,176
Ubach over Worms,De Bocht,EROAD,148
Leeuwstuk,IJpelaar,EROAD,239
Thull [nl],'t Haantje,EROAD,190
Kathagen,Hoeven,EROAD,67
Snijdersberg,Koevering,EROAD,315
Reijmersbeek,Lijndonk,EROAD,81
